id;Vrsta;Breed;link1;link2;link3;Skupina;Opis;Temperament;MinVisCM;MaxVisCM;MinKG;MaxKG;MinAge;MaxAge;NjegaDlake;Linjanje;RazEnergije;Trening;Vladanje ;Slika
241;Glatkodlaki foks terijer;Smooth Fox Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Fox_Terrier_%28smooth%29_from_1915.JPG/640px-Fox_Terrier_%28smooth%29_from_1915.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Patrick_the_Smooth_Fox_Terrier.jpg/640px-Patrick_the_Smooth_Fox_Terrier.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Fox_terrier_smooth.jpg/640px-Fox_terrier_smooth.jpg;Terrier group;"Glatkodlaki foks terijeri su prilično slični svojim bliskim rođacima, oštrodlakim foks terijerima. 
Poput svojih rođaka s hrskavom dlakom, glatki foks terijeri ne narastu više od 39 cm u ramenima. 
Razlikujuća fizička osobina, osim tipa dlake, je glava: glava glatkog terijera je više u obliku slova V nego glava oštrodlakog terijera. 
Gusta, ravna dlaka je pretežno bijela, s crnim, žutosmeđim ili crno-žutosmeđim oznakama. 
Ovi pametno građeni lovci su snažni i čvrsti, ali nikada grubi i nezgrapni. Kratkih leđa i simetrični, kreću se s nepokolebljivom gracioznošću njihala. 
Glatkodlaki foks terijer, nazvan ""džentlmenom svijeta terijera"", živahan je, društven terijer s bezbrižnim stavom, izvorno razvijen za tradicionalni britanski lov na lisice.";Prijateljski, neovisni, zabavni;37;39;6,8;8,16;12;15;Tjedno četkanje;Occasional;Energetičan;Ugodan/Agreeable;Prijateljsko;
242;Mekodlaki pšenički terijer;Soft Coated Wheaten Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Soft_Coated_Wheaten_Terrier_600.jpg/640px-Soft_Coated_Wheaten_Terrier_600.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Irish_Soft_Coated_Wheaten_Terrier.jpg/640px-White_Irish_Soft_Coated_Wheaten_Terrier.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Wheaten_2.jpg/640px-Wheaten_2.jpg;Terrier group;"Obilježje ovih veselih ekstroverta, i ono što ih razlikuje od ostalih terijera, jest svilenkasta, nježno lepršava dlaka. 
Boja varira od blijedo bež do svjetlucavo zlatne, podsjećajući na boju zrele pšenice. 
S najvećom visinom od 48 centimetara i težinom od 18 kilograma, Wheaten terijeri su četvrtasti, snažni terijeri s frizurom koja viri i elegantnom kozjom bradicom. 
Ukupna slika je slika mišićavog, ali mekodlakog radnog terijera ili, kako je pasmina opisana, željezne šake u baršunastoj rukavici. 
Mekodlaki pšenični terijer, bujan irski farmerski pas, sretan je, prijateljski nastrojen, duboko odan i dovoljno tvrdoglav da vas podsjeti da je terijer. 
Jedinstvena pšenična dlaka rijetko se linja, ali zahtijeva marljivu njegu kako bi se izbjeglo zapetljavanje.";Prijateljski, sretan, duboko odan;43,18;48,26;13,6;18,14;12;14;Četkanje 2-3 puta tjedno;Infrequent;Energetičan;Nezavisan;Na oprezu / Responzivan;
243;Španjolski mastif;Spanish Mastiff;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Mast%C3%ADn_espa%C3%B1ol%2C_l%C3%ADnea_original_de_trabajo._04.jpg/640px-Mast%C3%ADn_espa%C3%B1ol%2C_l%C3%ADnea_original_de_trabajo._04.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Spanish_Mastiff_in_Gandullas.jpg/640px-Spanish_Mastiff_in_Gandullas.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Mastspagn3.jpg/640px-Mastspagn3.jpg;Foundation Stock Service;"Španjolski mastif je pas velike veličine, dobro uravnotežen, vrlo snažan i mišićav. 
Ima masivnu glavu i tijelo prekriveno dlakom srednje duljine. 
Njegov lavež je hrapav, nizak i dubok, vrlo zvučan i čujan s znatne udaljenosti. 
Španjolski mastif dolazi u nizu boja dlake, uključujući crnu, žutosmeđu, crvenu, sivu i žutu, a može se vidjeti s tigrastim ili bijelim oznakama. 
Korištena za čuvanje i obranu, pasmina je usko povezana sa sezonskim preseljenjem stoke, posebno merino stoke, koju je pratio u vrijeme ""Mesta"". U srednjem vijeku to je bilo udruženje ovčara koji su sezonski putovali na udaljena mjesta kako bi pronašli pašnjake. Španjolski mastif bio je zadužen za njihovu obranu od vukova i drugih grabežljivaca tijekom njihovih putovanja. Bilo da sjedi ili luta, on se ponaša na isti način za farme, ljude i imovinu općenito. 
Španjolski mastif je vrlo inteligentan pas, ne bez ljepote, čiji izraz očituje obje ove kvalitete. Rustikalni, privrženi, ljubazni i plemeniti, vrlo je odlučan kada se suočava s opasnim životinjama i pred strancima, posebno kada ima priliku braniti i štititi farme ili stoku. U njegovom ponašanju se vidi da je to pas siguran u sebe, koji određuje svoju snagu jer je svjestan svoje ogromne moći.";Privrženi, inteligentan, ljubazan;71,12;88,9;63,5;90,72;10;12;Povremeno kupanje i četkanje;Seasonal;Miran;Ugodan/Agreeable;Rezerviran s nepoznatima;
244;Španjolski vodeni pas;Spanish Water Dog;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Perro_agua.jpg/640px-Perro_agua.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Perro_de_Agua_Espa%C3%B1ol_aka_Spanish_Waterdog.jpg/640px-Perro_de_Agua_Espa%C3%B1ol_aka_Spanish_Waterdog.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Emma_spanish_waterdog_4.jpg/640px-Emma_spanish_waterdog_4.jpg;Herding group;"Jedinstveni izgled ovih neiscrpnih radnika počinje s dlakom. Prirodno je kovrčava i vunasta od glave do pete, a kada izraste često će formirati čvrste, sužene vrpce. U punoj dlaci, dlaka na licu prekriva izražajne smeđe oči. Boje mogu biti crna, smeđa, bež, bijela ili šarene (crna, smeđa, bež, s bijelom). 
""Rustikalni"" je riječ koja se često koristi za opis cjelokupnog izgleda ovog snažnog psa srednje veličine (mužjak će biti visok nešto manje od 50 centimetara u ramenu). 
Neiscrpni španjolski vodeni pas je pasmina dvojne namjene čiji je zaštitni znak vunasta dlaka. 
Korišten i kao pastir i kao retriver za vodene ptice u svojoj domovini, ovaj rustikalni šarmer je živahan obiteljski pratitelj i budan čuvar. Razigran, ali i radno orijentiran. Vrlo aktivan i optimističan.";Privržen, optimističan, živahan;40,05;50,16;14,06;22,23;12;14;Dnevno četkanje;Infrequent;Energetičan;Željan udovoljiti;Rezerviran s nepoznatima;
245;Talijanski Spinone;Spinone Italiano;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Spinone_italiano_Daisy.JPG/640px-Spinone_italiano_Daisy.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Spinone_italiano_Oliver.jpg/640px-Spinone_italiano_Oliver.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/AKC_Deutsch_Drahthaar_Dog_Show_2013.jpg/640px-AKC_Deutsch_Drahthaar_Dog_Show_2013.jpg;Sporting group;"Spinone Italiano (množina: Spinoni Italiani) je četvrtasto i čvrsto građen lovački pas svih vrsta. Spinoni su mišićavi i snažni, građeni više za izdržljivost nego za brzinu. 
Gusta dlaka ima prirodan, nepodšišan izgled i dolazi u raznim bojama i uzorcima. 
Lice prenosi bogati šarm Starog svijeta pasmine. Te meke, slatko izražajne oči istaknute čupavim obrvama i čupavom bradom osvojile su mnoga srca u Italiji - i svaki dan osvajaju nove puteve u svijetu. 
Spinone Italiano, lovački pas guste dlake, društven je, poslušan i strpljiv, ponekad tvrdoglav, ali uvijek simpatičan. Drevnog talijanskog porijekla, Spinone je među poljskim psima kontinentalne Europe poznatim po svestranosti.";Društveni, strpljivi, poslušan;55,88;68,58;18;35;10;12;Tjedno četkanje;Infrequent;Energetičan;Ugodan/Agreeable;Na oprezu / Responzivan;
246;Stabyhoun;Stabyhoun;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Stabyhoun_2.JPG/640px-Stabyhoun_2.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/BIR_Grupp_7-_STABYHOUN%2C_Nadites_Ninna_%2824126158072%29.jpg/640px-BIR_Grupp_7-_STABYHOUN%2C_Nadites_Ninna_%2824126158072%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Stabijs_-_world_dog_show_2010_%284745820194%29.jpg/640px-Stabijs_-_world_dog_show_2010_%284745820194%29.jpg;Foundation Stock Service;"Neovisna priroda stabyhouna bila je namjerno uzgojena karakteristika od strane farmera koji su željeli psa koji može samostalno loviti krtice i zečeve. Tu sklonost i danas vidimo, stoga se ne možete uzrujati ako samostalno traži plijen i, na primjer, kopa po vrtu. 
Uz pravilno vodstvo, stabyhoun je nježan pas i odličan prijatelj za cijeli život. 
Stabyji su također vrlo znatiželjni. Uvijek obratite pozornost na to što stabyhoun radi jer svojom znatiželjnom prirodom mogu brzo upasti u nevolje. 
Ako mislite da će vaš staby mirno sjediti ako se nešto dogodi, često ćete biti razočarani. 
Iako stabyji stvaraju puno buke kada nešto nije u redu ili kako bi upozorili svog vlasnika, općenito očekuju da vlasnik dodatno istraži prije nego što prihvate da su stvari normalne. Većina stabyhouna morat će provjeriti da nema ""iznenađenja"" prije nego što se ponovno smire. 
Ova pasmina je funkcionalan i snažno građen ptičar koji potječe iz Nizozemske. 
Većina stabyhouna je crno-bijela. Smeđa i bijela boja se vidi u Nizozemskoj, ali narančasto-bijeli Stabyhoun je gotovo izumro. 
Stabyhoun je građa takva da je veći u duljinu nego u visinu, a slično tome, glava pokazuje više duljine nego širine. 
Perjanice na prsima, ovratniku, prednjim nogama, hlačama i repu daje Stabyju dojam dugodlakog psa, ali dlaka nije pretjerano duga. 
Stabyhoun se smatra ""svestranim"" psom, sa sposobnostima u lovu, aportiranju i pozicioniranju. 
Također su idealni obiteljski psi zbog svoje veličine i privrženog karaktera. 
Iako povremeno pomalo svojeglave prirode, Stabyhouni su poslušni, nježni i strpljivi psi koji duboko vole svoju obitelj i žele ugoditi svojim vlasnicima. 
On je i retriver s mekim ustima i poenter, što je posebno korisno za lov na patke i planinske ptice. Izvrstan je retriver, a rad u vodi mu je jedna od jačih strana. Vrlo je oštrog vida, ima dobar njuh i sposobnost te radi brzo i učinkovito.";Inteligentan, susretljiv, pun ljubavi;48,26;53,34;18,14;27,22;13;15;Povremeno kupanje i četkanje;Seasonal;Energetičan;Lak za treniranje;Na oprezu / Responzivan;
247;Stafordski bulterijeri;Staffordshire Bull Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Staffordshire-bull-terrier-puppy-fawn-2166763.jpg/640px-Staffordshire-bull-terrier-puppy-fawn-2166763.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Staffordshire-bull-terrier-white-2748733.jpg/640px-Staffordshire-bull-terrier-white-2748733.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Staffordshire_Bull_Terrier%2C_called_%22King%22.jpg/640px-Staffordshire_Bull_Terrier%2C_called_%22King%22.jpg;Terrier group;"S visinom od 35 do 40 centimetara, stafordski bul terijeri nisu osobito visoki. No, s težinom između 10 i 16 kilograma, u tijelo veličine jednog uliju gotovo 4 psa. To su čvrsti, mišićavi terijeri. Glava je kratka i široka, s izraženim mišićima obraza, a kratka dlaka dolazi u nekoliko boja. 
Stafordski bul terijeri i dalje nalikuju borcima koji su nekoć vladali engleskim borilačkim jamama. Ali današnji odgovorni uzgajivači proizvode dobrodušne, obiteljski orijentirane pse s reputacijom strpljenja s djecom. 
To su pravi odani pratitelji, ali stari borbeni instinkt i dalje vreba u njima - što čini ključnim da se štenci socijaliziraju s drugim psima kako bi naučili dobre pseće manire. 
Iz svoje borbene prošlosti, mišićavi, ali okretni stafordski bul terijer zadržava osobine hrabrosti i upornosti. Srećom, dobar uzgoj transformirao je ovog bivšeg gladijatora u blagog, razigranog pratitelja s posebnim osjećajem za djecu.";Pametan, hrabar, uporan;35,56;40,64;10,88;17,24;12;14;Tjedno četkanje;Occasional;Energetičan;Može biti tvrdoglav;Prijateljsko;
248;Standardni šnaucer;Standard Schnauzer;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Emppumenossa.jpg/640px-Emppumenossa.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Standard_Schnauzers.jpg/640px-Standard_Schnauzers.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Blackstdschnauzer1.JPG/640px-Blackstdschnauzer1.JPG;Working group;"Standardni šnaucer, pas srednje veličine, težine između 15 i 20 kilograma, uistinu je standardni šnaucer: veći od minijaturnih, manji od divovskih. 
Šnauceri sve tri veličine dijele nekoliko obilježja pasmine: žilavu, čvrsto pripijenu dlaku čisto crne ili boje ""papra i soli""; robusnu, četvrtastu građenu građu; i izduženu glavu s lučnim obrvama i čekinjastim brkovima, s očima koje uokviruju i sjaje oštrom inteligencijom. 
Standardni šnauceri su društveni pratitelji, budni čuvari, entuzijastični lovci na vjeverice u dvorištu, dobri su s djecom i zaštitnički nastrojeni prema voljenima. Kad im se pristup čvrstom, ali nježnom rukom, standardni šnauceri se izvrsno dresiraju. Vlasnici moraju pružiti odušak svom psu za optimističnu atletiku i visoko razvijena osjetila. 
Smjeli, brkati standardni šnaucer je živahni farmerski pas iz Njemačke. Oni su ponekad svojeglavi, ali uvijek pouzdani članovi obitelji šnaucera srednje veličine. 
Sportski izgled standardnog šnaucera je pseći klasik.";Neustrašiv, pametan, živahan;44,45;49,53;13,6;22,68;13;16;Četkanje 2-3 puta tjedno;Infrequent;Redovito vježbanje;Nezavisan;Prijateljsko;
249;Sussex španijel;Sussex Spaniel;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Sussex-Spaniel_BDL.jpg/640px-Sussex-Spaniel_BDL.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Stump_Zoomed.jpg/640px-Stump_Zoomed.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Sussex_spaniel_t43.jpg/640px-Sussex_spaniel_t43.jpg;Sporting group;"Sussex španijeli su dugi, nisko građeni psi ptičari velike snage i izdržljivosti. S najvećom visinom od samo 38 centimetara u ramenima, Sussexi se ipak opisuju kao ""masivni"", s dubokim prsima i teškim kostima. 
Njihov zaštitni znak je obilna, perjaničasta dlaka bogate zlatnožute boje. 
Klasična španijelova glava, s valovitim ušima i velikim očima smeđe boje lješnjaka, projicira ozbiljan, namršten izraz lica koji je u divnom kontrastu sa Sussexovom urođenom vedrinom. ""Miran, privržen, staložen, vjeran, odan"" - sve su to riječi koje se koriste za opis Sussex španijela, sporog, ali postojanog lovca i ugodnog kućnog psa. ";Prijateljski, veseo, staložen;33,02;38,1;15,85;20,41;13;15;Četkanje 2-3 puta tjedno;Seasonal;Redovito vježbanje;Nezavisan;Rezerviran s nepoznatima;
250;Švedski Lapphund;Swedish Lapphund;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Svensk_lapphund.JPG/640px-Svensk_lapphund.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/BIR_Grupp_5-_SVENSK_LAPPHUND%2C_Cahppes_Maico_%2823938628870%29.jpg/640px-BIR_Grupp_5-_SVENSK_LAPPHUND%2C_Cahppes_Maico_%2823938628870%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Svensk_lapphund_FCI_135.jpg/640px-Svensk_lapphund_FCI_135.jpg;Foundation Stock Service;"Švedski laponski psi su izvrsni obiteljski pratitelji i napreduju kada su uključeni u sve aktivnosti svog ljudskog čopora. 
Ovaj živahni i inteligentni špic srednje veličine svestran je, razigran i energičan psić. 
Iako se općenito smatra pasminom srednje do visoke energije, sposoban je opustiti se i odmoriti kada je to prikladno, poznat i kao laponski ""prekidač"". 
Oprezni i prijateljski raspoloženi, mogu biti i neovisni i tvrdoglavi. 
Pasmina zadržava svoje čuvarske i pastirske osobine budnosti i lajanja koje privlači pažnju. 
Švedski laponski pas željan je ugoditi, svestran je i radit će s vama, a prikladan je za rally, agility, ovčarske utrke, rad na mirisnom tragu i druge događaje s pratnjom. 
Živahan, oprezan, ljubazan i privržen. Laponski pas je vrlo prijemčiv, pažljiv i spreman za rad. Njegove sposobnosti kao dobrog pastirskog psa učinile su ga vrlo korisnim u trgovini sobovima. Lako ga je dresirati, pun je izdržljivosti i čvrstoće.";Razigran, inteligentan, živahan;40,64;50,8;13,6;20,41;12;14;Tjedno četkanje;Seasonal;Redovito vježbanje;Može biti tvrdoglav;Na oprezu / Responzivan;
251;Švedski Vallhund;Swedish Vallhund;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Swedish_Vallhund_agility_tire_jump.jpg/640px-Swedish_Vallhund_agility_tire_jump.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Swedish_Vallhund_December_2012_007.JPG/640px-Swedish_Vallhund_December_2012_007.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/V%C3%A4stg%C3%B6taspets_hane_5_%C3%A5r.jpg/640px-V%C3%A4stg%C3%B6taspets_hane_5_%C3%A5r.jpg;Herding group;"S gustom dlakom, čvrstom građom i sveukupno jednostavnim izgledom, Vallhund je bezvremenska pasmina, jednako udobna u prigradskom dvorištu kao što je bila na pramcu vikinških dugih brodova prije 1200 godina. 
Ovi živahni pastiri građeni su dugačko i nisko pri tlu - na ne baš toliko pretjeran način kao njihovi daleki rođaci korgiji, ali ideja je ista: njihova građa olakšava hvatanje stoke za pete i izbjegavanje udaraca nogama u glavu. 
Ravnoteža, snaga i glatko kretanje obilježja su pasmine. 
Dugi i niski švedski Vallhund, vikinški pas iz drevne legende, pametan je i društven pastirski pas guste dlake i neograničene energije. 
Ovi robusni stočarski psi poznati su po svojoj životnoj želji, jedinstvenom vokalizaciji i veselom ponašanju.";Prijateljski, energični, oprezni;29,21;34,92;9,07;15,88;12;15;Povremeno kupanje i četkanje;Seasonal;Treba puno aktivnosti;Željan udovoljiti;Prijateljsko;
252;Tajvanski pas;Taiwan Dog;https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Taiwan_Dog_%28cropped%29.jpeg/640px-Taiwan_Dog_%28cropped%29.jpeg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Black_8_Year_Taiwan_Dog.jpg/640px-Black_8_Year_Taiwan_Dog.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Formosan_nina.jpg/640px-Formosan_nina.jpg;Foundation Stock Service;"Intuitivna priroda i povezanost tajvanskog psa s gospodarom najvjerojatnije su se stekli generacijama zajedničkog lova na sitnu divljač u planinama. To također znači da izuzetno dobro reagiraju na naredbe i lako se dresiraju. 
Ova pasmina može biti rezervirana prema strancima i neustrašiva je u zaštiti svoje obitelji. Stoga je socijalizacija tajvanskog psa neophodna kako bi se posredovao njegov snažan instinkt zaštite gospodara i obitelji. 
Trebali bi biti sastavni dio obiteljskog kućanstva, a ne vanjski pas, jer se ističu u svakodnevnoj interakciji i socijalizaciji. 
Tajvanski pas izuzetno je vjeran svom gospodaru, oštrog je osjećaja, oprezan u pokretu, hrabar i neustrašiv. 
On je pas srednje veličine s trokutastom glavom, očima u obliku badema, tankim šiljastim ušima i repom u obliku srpa.";Odan, svestran, inteligentan;43,18;50,8;11,79;18,14;9;13;Tjedno četkanje;Seasonal;Treba puno aktivnosti;Lak za treniranje;Rezerviran s nepoznatima;
253;Teddy Roosevelt terijer;Teddy Roosevelt Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Teddy_Roosevelt_Terrier%2C_adult_male_-_20090714.jpg/640px-Teddy_Roosevelt_Terrier%2C_adult_male_-_20090714.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Adult_Male_Teddy_Roosevelt_Terrier.jpg/640px-Adult_Male_Teddy_Roosevelt_Terrier.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Teddyterrier.jpg/640px-Teddyterrier.jpg;Miscellaneous Class;"Teddy Roosevelt terijeri su divni pratitelji u domu. Brzo uče i spremni su za bilo koju aktivnost kojom se njihovi vlasnici bave. Iako će i dalje održavati obiteljsku farmu i dom bez štakora i miševa, posla za koji su uzgajani, također se ističu u sportskim aktivnostima poput agilityja i poslušnosti. 
Slažu se s drugim psima bez ratobornosti i zadržali su svoj nagon za plijenom bez opsesivne kompulzije. Na kraju krajeva, ništa ne vole više od dijeljenja ljubavi i druženja svojih vlasnika. 
Teddy terijeri se mogu prilagoditi gotovo svakom načinu života, bilo da se izlažete u ringovima konformacije, radite na agility natjecanjima ili jednostavno želite izvrsnog pratitelja za svoj dom ili farmu. 
Njihova mala do srednja veličina čini ih prikladnima i za život u stanu. Ova odana, aktivna i razigrana pasmina je najbolja kao član svoje ljudske obitelji. 
Teddy Roosevelt terijer je živahan, prijateljski nastrojen i privržen pas sa svojom obitelji, ali može biti i pas za jednu osobu. 
Sa svojom snažnom zaštitničkom prirodom i dobro razvijenim instinktom čopora, Teddy Roosevelt terijer se dobro slaže s djecom (kada se odgaja s njima), mačkama i drugim psima. 
On je hrabar, uporan lovac s naizgled neograničenom energijom čija ga veličina i izdržljivost čine izvrsnim lovcem na vjeverice i štetočine.";Razigran, svestran, inteligentan;20,32;38,1;3,62;11,34;14;16;Tjedno četkanje;Seasonal;Energetičan;Željan udovoljiti;Prijateljsko;
254;Tajlandski ridžbek;Thai Ridgeback;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Thai_Ridgeback.png/640px-Thai_Ridgeback.png;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Puppy_Thai_Ridgeback_isabell.jpg/640px-Puppy_Thai_Ridgeback_isabell.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Thai-ridgeback.org.jpg/640px-Thai-ridgeback.org.jpg;Foundation Stock Service;"Tajlandski ridgeback je mišićav, srednje velik pas s aerodinamičnim tijelom koje ga čini vrlo okretnim i prirodnim sportašem. Greben na njegovim leđima formiran je dlakom koja raste u suprotnom smjeru od ostatka dlake, a pasmina ima do 8 različitih uzoraka grebena. Štenci se mogu roditi bez ovog grebena. 
Boje dlake uključuju jednobojnu plavu, crnu, crvenu ili žutosmeđu s crnom maskom povremeno na psima s crvenom dlakom. 
Tajlandski ridgebacki također imaju pjegave jezike, a neki čak dolaze s jednobojnim crno-plavim jezikom. 
Danas je većina ridgebacka psi za društvo, ali i dalje zadržavaju mnoge iste instinkte za poslove za koje su uzgajani: lov i čuvanje. Morali su biti neovisni, samodostatni i loviti za vlastitu hranu, što im je dalo snažne instinkte za preživljavanje, visok nagon za plijenom i visoku razinu inteligencije. 
Ako je dobro uzgojen i pravilno socijaliziran, tajlandski ridgeback može biti odan i pun ljubavi kućni ljubimac. 
Kao pasmina čuvar, prirodno su zaštitnički nastrojeni prema svom domu i mogu biti rezervirani i sumnjičavi prema strancima. Tajlandski ridgebackovi trebaju strpljivog, dosljednog i iskusnog vlasnika s dobrim razumijevanjem ponašanja pasa; nisu za one koji prvi put posjeduju psa. 
Tajlandski ridgeback je žilav i aktivan, s izvrsnom sposobnošću skakanja. Vrlo je inteligentan, ima snažan instinkt za preživljavanje i odan je obiteljski pas.";Odan, neovisan, okretan;50,8;60,96;15,87;34,02;12;13;Povremeno kupanje i četkanje;Seasonal;Energetičan;Nezavisan;Rezerviran s nepoznatima;
255;Tibetanski mastif;Tibetan Mastiff;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/2013_Westminster_Kennel_Club_Dog_Show-_Tibetan_Mastiff_GCH_Sierras%27Sasha-Yakone_Nanuk_%288469240739%29_%28cropped%29.jpg/640px-2013_Westminster_Kennel_Club_Dog_Show-_Tibetan_Mastiff_GCH_Sierras%27Sasha-Yakone_Nanuk_%288469240739%29_%28cropped%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Female_Tibetan_Mastiff.jpg/640px-Female_Tibetan_Mastiff.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Tibetanmastiff-sable4.jpg/640px-Tibetanmastiff-sable4.jpg;Working group;"Suočen s ovim drevnim divom, uljez koji smjera zlo vjerojatno će prijeći na lakši plijen. 
Tibetski mastifi mogu narasti 66 centimetara u ramenu i težiti preko 45 kilograma. 
Nemoguće je raspravljati o ovoj pasmini bez oslanjanja na riječi poput ""moćan"", ""mišićav"", ""masivan"" i ""značajan"". 
Ipak, tibetski mastifi su prilično lagani i suočit će se s percipiranom prijetnjom s iznenađujućom agilnošću. 
Široka glava, s visoko postavljenim ušima u obliku slova V i izražajnim smeđim očima, projicira plemenit, mudar izraz. 
Pažljiv, rezerviran, impozantan i zastrašujući: Drevni tibetski mastif je vrhovni pas čuvar. 
Ovi gusto dlakavi divovi su blagi i mirni u kući, slatko odani obitelji, a rezervirani i teritorijalni prema strancima.";Neovisan, rezerviran, inteligentan;60,96;66,04;31,75;68,04;10;12;Četkanje 2-3 puta tjedno;Seasonal;Redovito vježbanje;Nezavisan;Na oprezu / Responzivan;
256;Tibetanski španijel;Tibetan Spaniel;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Tibetan_spaniel_3_Narva_CACIB_2014.JPG/640px-Tibetan_spaniel_3_Narva_CACIB_2014.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Tibetan_spaniel.jpg/640px-Tibetan_spaniel.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Epagneul_Tib%C3%A9tain.jpg/640px-Epagneul_Tib%C3%A9tain.jpg;Non-Sporting Group;"S tupom njuškom i velikim izražajnim očima, ""lavljom grivom"" oko vrata i perjaničastim repom koji se elegantno savija preko leđa, oni su izrazito tibetanski španijeli. Ali jesu li oni španijeli? Ne, ne u zapadnom smislu, poput kokera ili kavalira. Umjesto toga, tibbiji podsjećaju na drevne tradicije koje su proizvele pekine, mopse, lase i druge nepogrešivo azijske pasmine. 
Tibbiji su visoki oko 25 centimetara u ramenima; kreću se brzo i s namjerom. 
Vidimo ih u dlaci mnogih boja i kombinacija. 
Razigrani i znatiželjni tibetanski španijel uzgajan je prije mnogo vremena za čuvanje zidova tibetanskih samostana. 
Poznat po ravnoj, svilenkastoj dlaci i ""lavljoj grivi"" oko vrata, tibbiji stvaraju čvrstu, štovanu vezu sa svojim ljudima.";Razigran, bistar, samouvjeren;24;26;4,08;6,8;12;15;Tjedno četkanje;Seasonal;Miran;Ugodan/Agreeable;Na oprezu / Responzivan;
